ID,LAT,LON
1,42.299794,-96.361707
2,42.3006,-96.3617
3,43.1989,-77.6319
4,40.7903,-76.1983
5,40.873399,-75.993494
6,40.8222,-76.1736
7,40.782377,-76.176184
8,40.6191,-76.45
9,44.54,-88.0086
10,39.7475,-80.8547
11,39.8297,-80.8153
